home_team,away_team,home_goals,away_goals,date,attendance,venue,referee,result,home_form_goals_scored,home_form_goals_conceded,home_form_wins,home_form_draws,home_form_losses,home_form_matches,home_form_win_rate,away_form_goals_scored,away_form_goals_conceded,away_form_wins,away_form_draws,away_form_losses,away_form_matches,away_form_win_rate,season
Leverkusen,Gladbach,2,3,2017-01-28,28869.0,BayArena,Deniz Aytekin,loss,2.0,1.4,484,289,286,1059,0.45703493862134087,1.0,1.2,334,260,363,957,0.3490073145245559,
Mainz 05,Dortmund,1,1,2017-01-29,34000.0,Opel Arena,Felix Zwayer,draw,0.6,1.4,152,120,170,442,0.3438914027149321,1.6,1.2,510,287,261,1058,0.4820415879017013,
Mainz 05,Dortmund,1,1,2017-01-29,34000.0,Opel Arena,Felix Zwayer,draw,0.2,1.4,152,121,170,443,0.3431151241534989,1.4,1.0,510,288,261,1059,0.48158640226628896,
Freiburg,Hertha BSC,2,1,2017-01-29,23800.0,Schwarzwald-Stadion,Günter Perl,win,1.4,1.4,187,154,271,612,0.3055555555555556,1.2,1.6,264,173,277,714,0.3697478991596639,
Freiburg,Hertha BSC,2,1,2017-01-29,23800.0,Schwarzwald-Stadion,Günter Perl,win,1.6,1.4,188,154,271,613,0.3066884176182708,1.4,1.6,264,173,278,715,0.36923076923076925,
Hamburger SV,Leverkusen,1,0,2017-02-03,45653.0,Volksparkstadion,Jochen Drees,win,0.8,1.8,379,294,391,1064,0.35620300751879697,2.2,1.8,484,289,287,1060,0.45660377358490567,
Hamburger SV,Leverkusen,1,0,2017-02-03,45653.0,Volksparkstadion,Jochen Drees,win,0.6,1.6,380,294,391,1065,0.3568075117370892,2.0,1.8,484,289,288,1061,0.45617342130065974,
Köln,Wolfsburg,1,0,2017-02-04,49400.0,RheinEnergieSTADION,Patrick Ittrich,win,2.6,0.6,255,219,314,788,0.3236040609137056,1.2,1.0,293,188,269,750,0.39066666666666666,
Gladbach,Freiburg,3,0,2017-02-04,47194.0,Stadion im Borussia-Park,Felix Brych,win,1.4,1.2,335,260,363,958,0.3496868475991649,1.6,1.4,189,154,271,614,0.30781758957654726,
Hertha BSC,Ingolstadt 04,1,0,2017-02-04,33425.0,Olympiastadion Berlin,Frank Willenborg,win,1.2,2.0,264,173,279,716,0.3687150837988827,1.4,1.2,28,26,50,104,0.2692307692307692,
Hoffenheim,Mainz 05,4,0,2017-02-04,26078.0,Wirsol Rhein-Neckar-Arena,Guido Winkmann,win,1.4,1.0,122,114,140,376,0.324468085106383,0.4,1.0,152,122,170,444,0.34234234234234234,
Dortmund,RB Leipzig,1,0,2017-02-04,81360.0,Signal Iduna Park,Tobias Stieler,win,1.4,1.0,510,289,261,1060,0.4811320754716981,2.0,1.0,26,6,4,36,0.7222222222222222,
Dortmund,RB Leipzig,1,0,2017-02-04,81360.0,Signal Iduna Park,Tobias Stieler,win,1.4,0.8,511,289,261,1061,0.4816211121583412,2.0,0.6,26,6,5,37,0.7027027027027027,
Hoffenheim,Mainz 05,4,0,2017-02-04,26078.0,Wirsol Rhein-Neckar-Arena,Guido Winkmann,win,2.0,0.8,123,114,140,377,0.32625994694960214,0.4,1.2,152,122,171,445,0.3415730337078652,
Hertha BSC,Ingolstadt 04,1,0,2017-02-04,33425.0,Olympiastadion Berlin,Frank Willenborg,win,1.0,2.0,265,173,279,717,0.3695955369595537,1.2,1.0,28,26,51,105,0.26666666666666666,
Gladbach,Freiburg,3,0,2017-02-04,47194.0,Stadion im Borussia-Park,Felix Brych,win,1.8,0.8,336,260,363,959,0.35036496350364965,1.2,1.8,189,154,272,615,0.3073170731707317,
Köln,Wolfsburg,1,0,2017-02-04,49400.0,RheinEnergieSTADION,Patrick Ittrich,win,2.6,0.4,256,219,314,789,0.3244613434727503,0.8,1.0,293,188,270,751,0.39014647137150466,
Bayern Munich,Schalke 04,1,1,2017-02-04,75000.0,Allianz Arena,Marco Fritz,draw,2.2,0.8,665,230,165,1060,0.6273584905660378,0.6,0.8,401,256,301,958,0.418580375782881,
Bayern Munich,Schalke 04,1,1,2017-02-04,75000.0,Allianz Arena,Marco Fritz,draw,1.8,1.0,665,231,165,1061,0.6267672007540056,0.6,0.6,401,257,301,959,0.4181438998957247,
Augsburg,Werder Bremen,3,2,2017-02-05,26812.0,WWK Arena,Christian Dingert,win,1.0,1.4,89,72,113,274,0.3248175182481752,1.0,1.8,433,275,352,1060,0.40849056603773587,
Eint Frankfurt,Darmstadt 98,2,0,2017-02-05,51000.0,Commerzbank-Arena,Manuel Gräfe,win,1.0,1.2,287,236,337,860,0.33372093023255817,0.4,2.8,22,28,54,104,0.21153846153846154,
Augsburg,Werder Bremen,3,2,2017-02-05,26812.0,WWK Arena,Christian Dingert,win,1.4,1.6,90,72,113,275,0.32727272727272727,1.2,2.2,433,275,353,1061,0.40810556079170596,
Eint Frankfurt,Darmstadt 98,2,0,2017-02-05,51000.0,Commerzbank-Arena,Manuel Gräfe,win,0.8,1.2,288,236,337,861,0.3344947735191638,0.4,2.8,22,28,55,105,0.20952380952380953,
Mainz 05,Augsburg,2,0,2017-02-10,23371.0,Opel Arena,Manuel Gräfe,win,0.4,2.0,152,122,172,446,0.34080717488789236,2.0,1.6,91,72,113,276,0.32971014492753625,
Mainz 05,Augsburg,2,0,2017-02-10,23371.0,Opel Arena,Manuel Gräfe,win,0.8,2.0,153,122,172,447,0.3422818791946309,2.0,1.6,91,72,114,277,0.3285198555956679,
Darmstadt 98,Dortmund,2,1,2017-02-11,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Wolfgang Stark,win,0.4,3.2,22,28,56,106,0.20754716981132076,1.2,0.6,512,289,261,1062,0.4821092278719397,
Ingolstadt 04,Bayern Munich,0,2,2017-02-11,15200.0,Audi-Sportpark,Felix Zwayer,loss,1.2,1.0,28,26,52,106,0.2641509433962264,1.6,1.0,665,232,165,1062,0.6261770244821092,
RB Leipzig,Hamburger SV,0,3,2017-02-11,42558.0,Red Bull Arena,Sascha Stegemann,loss,1.4,0.8,26,6,6,38,0.6842105263157895,0.8,1.4,381,294,391,1066,0.3574108818011257,
Werder Bremen,Gladbach,0,1,2017-02-11,42100.0,Weserstadion,Benjamin Brand,loss,1.4,2.4,433,275,354,1062,0.4077212806026365,2.4,0.8,337,260,363,960,0.35104166666666664,
Ingolstadt 04,Bayern Munich,0,2,2017-02-11,15200.0,Audi-Sportpark,Felix Zwayer,loss,1.2,1.2,28,26,53,107,0.2616822429906542,1.6,0.8,666,232,165,1063,0.6265286923800565,
Schalke 04,Hertha BSC,2,0,2017-02-11,61981.0,Veltins-Arena,Markus Schmidt,win,0.6,0.8,401,258,301,960,0.41770833333333335,1.0,1.4,266,173,279,718,0.37047353760445684,
Leverkusen,Eint Frankfurt,3,0,2017-02-11,28882.0,BayArena,Benjamin Cortus,win,1.4,1.8,484,289,289,1062,0.455743879472693,1.2,0.6,289,236,337,862,0.3352668213457077,
Schalke 04,Hertha BSC,2,0,2017-02-11,61981.0,Veltins-Arena,Markus Schmidt,win,0.8,0.8,402,258,301,961,0.4183142559833507,0.8,1.2,266,173,280,719,0.36995827538247567,
RB Leipzig,Hamburger SV,0,3,2017-02-11,42558.0,Red Bull Arena,Sascha Stegemann,loss,0.8,1.4,26,6,7,39,0.6666666666666666,1.4,1.2,382,294,391,1067,0.3580131208997188,
Darmstadt 98,Dortmund,2,1,2017-02-11,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Wolfgang Stark,win,0.8,3.4,23,28,56,107,0.21495327102803738,1.0,0.8,512,289,262,1063,0.4816556914393227,
Leverkusen,Eint Frankfurt,3,0,2017-02-11,28882.0,BayArena,Benjamin Cortus,win,1.4,1.6,485,289,289,1063,0.45625587958607716,1.2,0.6,289,236,338,863,0.3348783314020857,
Werder Bremen,Gladbach,0,1,2017-02-11,42100.0,Weserstadion,Benjamin Brand,loss,1.2,2.2,433,275,355,1063,0.40733772342427094,2.6,0.8,338,260,363,961,0.3517169614984391,
Freiburg,Köln,2,1,2017-02-12,24000.0,Schwarzwald-Stadion,Robert Hartmann,win,1.0,2.0,189,154,273,616,0.3068181818181818,2.8,0.4,257,219,314,790,0.32531645569620254,
Freiburg,Köln,2,1,2017-02-12,24000.0,Schwarzwald-Stadion,Robert Hartmann,win,1.2,1.8,190,154,273,617,0.3079416531604538,3.0,0.8,257,219,315,791,0.324905183312263,
Wolfsburg,Hoffenheim,2,1,2017-02-12,23148.0,Volkswagen Arena,Daniel Siebert,win,0.6,1.2,293,188,271,752,0.3896276595744681,2.4,0.8,124,114,140,378,0.328042328042328,
Wolfsburg,Hoffenheim,2,1,2017-02-12,23148.0,Volkswagen Arena,Daniel Siebert,win,0.8,1.4,294,188,271,753,0.3904382470119522,2.2,1.2,124,114,141,379,0.32717678100263853,
Augsburg,Leverkusen,1,3,2017-02-17,25010.0,WWK Arena,Harm Osmers,loss,1.6,1.8,91,72,115,278,0.3273381294964029,1.6,1.0,486,289,289,1064,0.4567669172932331,
Augsburg,Leverkusen,1,3,2017-02-17,25010.0,WWK Arena,Harm Osmers,loss,1.4,2.2,91,72,116,279,0.32616487455197135,1.8,0.6,487,289,289,1065,0.4572769953051643,
Mainz 05,Werder Bremen,0,2,2017-02-18,27281.0,Opel Arena,Deniz Aytekin,loss,1.0,1.8,154,122,172,448,0.34375,1.0,2.0,433,275,356,1064,0.4069548872180451,
Eint Frankfurt,Ingolstadt 04,0,2,2017-02-18,46300.0,Commerzbank-Arena,Guido Winkmann,loss,1.0,1.2,289,236,339,864,0.33449074074074076,0.6,1.4,28,26,54,108,0.25925925925925924,
Hertha BSC,Bayern Munich,1,1,2017-02-18,74667.0,Olympiastadion Berlin,Patrick Ittrich,draw,0.6,1.2,266,173,281,720,0.36944444444444446,1.6,0.6,667,232,165,1064,0.6268796992481203,
Hertha BSC,Bayern Munich,1,1,2017-02-18,74667.0,Olympiastadion Berlin,Patrick Ittrich,draw,0.6,1.0,266,174,281,721,0.36893203883495146,1.4,0.6,667,233,165,1065,0.6262910798122066,
Mainz 05,Werder Bremen,0,2,2017-02-18,27281.0,Opel Arena,Deniz Aytekin,loss,0.8,2.0,154,122,173,449,0.3429844097995546,1.2,1.6,434,275,356,1065,0.40751173708920185,
Eint Frankfurt,Ingolstadt 04,0,2,2017-02-18,46300.0,Commerzbank-Arena,Guido Winkmann,loss,0.8,1.6,289,236,340,865,0.33410404624277457,0.4,1.2,29,26,54,109,0.26605504587155965,
Hoffenheim,Darmstadt 98,2,0,2017-02-18,29013.0,Wirsol Rhein-Neckar-Arena,Felix Brych,win,2.2,1.2,124,114,142,380,0.3263157894736842,1.0,2.4,24,28,56,108,0.2222222222222222,
Hamburger SV,Freiburg,2,2,2017-02-18,49405.0,Volksparkstadion,Christian Dingert,draw,1.8,0.6,383,294,391,1068,0.3586142322097378,1.2,1.8,191,154,273,618,0.30906148867313915,
Dortmund,Wolfsburg,3,0,2017-02-18,56906.0,Signal Iduna Park,Günter Perl,win,1.0,1.0,512,289,263,1064,0.48120300751879697,1.0,1.2,295,188,271,754,0.3912466843501326,
Hamburger SV,Freiburg,2,2,2017-02-18,49405.0,Volksparkstadion,Christian Dingert,draw,2.0,0.4,383,295,391,1069,0.35827876520112256,1.2,2.0,191,155,273,619,0.308562197092084,
Dortmund,Wolfsburg,3,0,2017-02-18,56906.0,Signal Iduna Park,Günter Perl,win,1.4,0.8,513,289,263,1065,0.48169014084507045,0.8,1.4,295,188,272,755,0.39072847682119205,
Hoffenheim,Darmstadt 98,2,0,2017-02-18,29013.0,Wirsol Rhein-Neckar-Arena,Felix Brych,win,2.4,0.8,125,114,142,381,0.32808398950131235,0.8,1.6,24,28,57,109,0.22018348623853212,
Köln,Schalke 04,1,1,2017-02-19,50000.0,RheinEnergieSTADION,Tobias Stieler,draw,2.0,1.0,257,219,316,792,0.3244949494949495,1.2,0.6,403,258,301,962,0.4189189189189189,
Köln,Schalke 04,1,1,2017-02-19,50000.0,RheinEnergieSTADION,Tobias Stieler,draw,1.0,1.0,257,220,316,793,0.3240857503152585,1.4,0.6,403,259,301,963,0.4184839044652129,
Gladbach,RB Leipzig,1,2,2017-02-19,51535.0,Stadion im Borussia-Park,Felix Zwayer,loss,2.2,0.4,339,260,363,962,0.3523908523908524,0.4,1.8,26,6,8,40,0.65,
Gladbach,RB Leipzig,1,2,2017-02-19,51535.0,Stadion im Borussia-Park,Felix Zwayer,loss,1.8,0.4,339,260,364,963,0.35202492211838005,0.4,1.8,27,6,8,41,0.6585365853658537,
Wolfsburg,Werder Bremen,1,2,2017-02-24,30000.0,Volkswagen Arena,Wolfgang Stark,loss,0.8,1.8,295,188,273,756,0.39021164021164023,1.2,1.0,435,275,356,1066,0.4080675422138837,
Wolfsburg,Werder Bremen,1,2,2017-02-24,30000.0,Volkswagen Arena,Wolfgang Stark,loss,1.0,2.0,295,188,274,757,0.38969616908850724,1.2,0.6,436,275,356,1067,0.408622305529522,
Freiburg,Dortmund,0,3,2017-02-25,24000.0,Schwarzwald-Stadion,Daniel Siebert,loss,1.6,1.8,191,156,273,620,0.30806451612903224,1.8,0.8,514,289,263,1066,0.4821763602251407,
Bayern Munich,Hamburger SV,8,0,2017-02-25,75000.0,Allianz Arena,Bastian Dankert,win,1.4,0.6,667,234,165,1066,0.625703564727955,2.2,0.8,383,296,391,1070,0.3579439252336449,
RB Leipzig,Köln,3,1,2017-02-25,39335.0,Red Bull Arena,Marco Fritz,win,0.8,1.8,28,6,8,42,0.6666666666666666,1.0,1.2,257,221,316,794,0.3236775818639798,
Leverkusen,Mainz 05,0,2,2017-02-25,27086.0,BayArena,Benjamin Brand,loss,2.4,0.6,488,289,289,1066,0.45778611632270166,0.8,1.6,154,122,174,450,0.3422222222222222,
Darmstadt 98,Augsburg,1,2,2017-02-25,16200.0,Jonathan-Heimes-Stadion am Böllenfalltor,Jochen Drees,loss,0.8,1.6,24,28,58,110,0.21818181818181817,1.0,2.4,91,72,117,280,0.325,
Hertha BSC,Eint Frankfurt,2,0,2017-02-25,43323.0,Olympiastadion Berlin,Sascha Stegemann,win,0.6,1.2,266,175,281,722,0.3684210526315789,0.4,2.0,289,236,341,866,0.33371824480369516,
Freiburg,Dortmund,0,3,2017-02-25,24000.0,Schwarzwald-Stadion,Daniel Siebert,loss,1.6,1.8,191,156,274,621,0.3075684380032206,2.2,0.8,515,289,263,1067,0.48266166822867856,
Darmstadt 98,Augsburg,1,2,2017-02-25,16200.0,Jonathan-Heimes-Stadion am Böllenfalltor,Jochen Drees,loss,1.0,1.6,24,28,59,111,0.21621621621621623,0.8,2.2,92,72,117,281,0.3274021352313167,
Leverkusen,Mainz 05,0,2,2017-02-25,27086.0,BayArena,Benjamin Brand,loss,2.4,0.8,488,289,290,1067,0.45735707591377694,1.2,0.8,155,122,174,451,0.3436807095343681,
Hertha BSC,Eint Frankfurt,2,0,2017-02-25,43323.0,Olympiastadion Berlin,Sascha Stegemann,win,0.8,1.2,267,175,281,723,0.36929460580912865,0.0,2.4,289,236,342,867,0.3333333333333333,
RB Leipzig,Köln,3,1,2017-02-25,39335.0,Red Bull Arena,Marco Fritz,win,1.4,1.8,29,6,8,43,0.6744186046511628,1.0,1.8,257,221,317,795,0.3232704402515723,
Bayern Munich,Hamburger SV,8,0,2017-02-25,75000.0,Allianz Arena,Bastian Dankert,win,2.8,0.4,668,234,165,1067,0.6260543580131209,2.0,2.4,383,296,392,1071,0.357609710550887,
Schalke 04,Hoffenheim,1,1,2017-02-26,58839.0,Veltins-Arena,Deniz Aytekin,draw,1.4,0.6,403,260,301,964,0.41804979253112035,2.0,0.8,126,114,142,382,0.3298429319371728,
Ingolstadt 04,Gladbach,0,2,2017-02-26,15200.0,Audi-Sportpark,Christian Dingert,loss,0.8,1.0,30,26,54,110,0.2727272727272727,1.4,0.8,339,260,365,964,0.3516597510373444,
Ingolstadt 04,Gladbach,0,2,2017-02-26,15200.0,Audi-Sportpark,Christian Dingert,loss,0.8,1.2,30,26,55,111,0.2702702702702703,1.2,0.8,340,260,365,965,0.35233160621761656,
Schalke 04,Hoffenheim,1,1,2017-02-26,58839.0,Veltins-Arena,Deniz Aytekin,draw,1.4,0.6,403,261,301,965,0.41761658031088084,1.4,1.0,126,115,142,383,0.3289817232375979,
Augsburg,RB Leipzig,2,2,2017-03-03,28314.0,WWK Arena,Patrick Ittrich,draw,1.2,2.0,93,72,117,282,0.32978723404255317,2.0,1.4,30,6,8,44,0.6818181818181818,
Augsburg,RB Leipzig,2,2,2017-03-03,28314.0,WWK Arena,Patrick Ittrich,draw,1.6,2.0,93,73,117,283,0.3286219081272085,2.4,1.2,30,7,8,45,0.6666666666666666,
Hoffenheim,Ingolstadt 04,5,2,2017-03-04,23028.0,Wirsol Rhein-Neckar-Arena,Bastian Dankert,win,1.4,0.8,126,116,142,384,0.328125,0.8,1.2,30,26,56,112,0.26785714285714285,
Hoffenheim,Ingolstadt 04,5,2,2017-03-04,23028.0,Wirsol Rhein-Neckar-Arena,Bastian Dankert,win,2.2,0.8,127,116,142,385,0.32987012987012987,1.2,1.8,30,26,57,113,0.26548672566371684,
Dortmund,Leverkusen,6,2,2017-03-04,79100.0,Signal Iduna Park,Christian Dingert,win,2.6,0.4,516,289,263,1068,0.48314606741573035,1.8,1.2,488,289,291,1068,0.45692883895131087,
Mainz 05,Wolfsburg,1,1,2017-03-04,27238.0,Opel Arena,Benjamin Cortus,draw,1.2,0.8,156,122,174,452,0.34513274336283184,0.8,2.2,295,188,275,758,0.3891820580474934,
Köln,Bayern Munich,0,3,2017-03-04,50000.0,RheinEnergieSTADION,Jochen Drees,loss,1.0,2.0,257,221,318,796,0.3228643216080402,4.0,0.4,669,234,165,1068,0.6264044943820225,
Mainz 05,Wolfsburg,1,1,2017-03-04,27238.0,Opel Arena,Benjamin Cortus,draw,1.0,1.0,156,123,174,453,0.3443708609271523,0.6,2.2,295,189,275,759,0.38866930171277997,
Werder Bremen,Darmstadt 98,2,0,2017-03-04,41000.0,Weserstadion,Guido Winkmann,win,1.6,0.6,437,275,356,1068,0.4091760299625468,0.8,1.8,24,28,60,112,0.21428571428571427,
Köln,Bayern Munich,0,3,2017-03-04,50000.0,RheinEnergieSTADION,Jochen Drees,loss,0.8,2.2,257,221,319,797,0.3224592220828105,4.2,0.4,670,234,165,1069,0.6267539756782039,
Werder Bremen,Darmstadt 98,2,0,2017-03-04,41000.0,Weserstadion,Guido Winkmann,win,2.0,0.4,438,275,356,1069,0.4097287184284378,0.4,2.0,24,28,61,113,0.21238938053097345,
Gladbach,Schalke 04,4,2,2017-03-04,54014.0,Stadion im Borussia-Park,Manuel Gräfe,win,1.4,0.8,341,260,365,966,0.3530020703933747,1.2,0.8,403,262,301,966,0.41718426501035194,
Gladbach,Schalke 04,4,2,2017-03-04,54014.0,Stadion im Borussia-Park,Manuel Gräfe,win,2.0,1.2,342,260,365,967,0.3536711478800414,1.2,1.6,403,262,302,967,0.41675284384694933,
Dortmund,Leverkusen,6,2,2017-03-04,79100.0,Signal Iduna Park,Christian Dingert,win,3.6,0.4,517,289,263,1069,0.48362956033676335,1.6,2.4,488,289,292,1069,0.45650140318054255,
Hamburger SV,Hertha BSC,1,0,2017-03-05,44445.0,Volksparkstadion,Felix Brych,win,1.4,4.0,383,296,393,1072,0.3572761194029851,1.2,0.8,268,175,281,724,0.3701657458563536,
Eint Frankfurt,Freiburg,1,2,2017-03-05,51500.0,Commerzbank-Arena,Günter Perl,loss,0.0,2.2,289,236,343,868,0.33294930875576034,1.2,2.2,191,156,275,622,0.3070739549839228,
Eint Frankfurt,Freiburg,1,2,2017-03-05,51500.0,Commerzbank-Arena,Günter Perl,loss,0.2,2.0,289,236,344,869,0.33256616800920596,1.2,2.2,192,156,275,623,0.30818619582664525,
Hamburger SV,Hertha BSC,1,0,2017-03-05,44445.0,Volksparkstadion,Felix Brych,win,1.0,4.0,384,296,393,1073,0.35787511649580617,1.2,0.6,268,175,282,725,0.3696551724137931,
Leverkusen,Werder Bremen,1,1,2017-03-10,30210.0,BayArena,Tobias Stieler,draw,1.4,3.4,488,289,293,1070,0.45607476635514016,2.0,0.4,439,275,356,1070,0.4102803738317757,
Leverkusen,Werder Bremen,1,1,2017-03-10,30210.0,BayArena,Tobias Stieler,draw,1.0,3.4,488,290,293,1071,0.4556489262371615,1.8,0.6,439,276,356,1071,0.4098972922502334,
RB Leipzig,Wolfsburg,0,1,2017-03-11,42558.0,Red Bull Arena,Benjamin Brand,loss,2.4,1.4,30,8,8,46,0.6521739130434783,0.8,1.8,295,190,275,760,0.3881578947368421,
Ingolstadt 04,Köln,2,2,2017-03-11,15200.0,Audi-Sportpark,Felix Zwayer,draw,1.2,2.8,30,26,58,114,0.2631578947368421,0.6,2.6,257,221,320,798,0.32205513784461154,
Hertha BSC,Dortmund,2,1,2017-03-11,74667.0,Olympiastadion Berlin,Robert Hartmann,win,1.0,0.6,268,175,283,726,0.3691460055096419,4.2,0.8,518,289,263,1070,0.48411214953271026,
Freiburg,Hoffenheim,1,1,2017-03-11,24000.0,Schwarzwald-Stadion,Wolfgang Stark,draw,1.2,2.0,193,156,275,624,0.3092948717948718,2.8,1.2,128,116,142,386,0.3316062176165803,
Darmstadt 98,Mainz 05,2,1,2017-03-11,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Frank Willenborg,win,0.4,2.0,24,28,62,114,0.21052631578947367,1.2,0.8,156,124,174,454,0.3436123348017621,
Bayern Munich,Eint Frankfurt,3,0,2017-03-11,75000.0,Allianz Arena,Markus Schmidt,win,4.6,0.2,671,234,165,1070,0.6271028037383177,0.4,2.0,289,236,345,870,0.332183908045977,
Hertha BSC,Dortmund,2,1,2017-03-11,74667.0,Olympiastadion Berlin,Robert Hartmann,win,1.2,0.6,269,175,283,727,0.3700137551581843,3.8,1.2,518,289,264,1071,0.48366013071895425,
RB Leipzig,Wolfsburg,0,1,2017-03-11,42558.0,Red Bull Arena,Benjamin Brand,loss,2.0,1.4,30,8,9,47,0.6382978723404256,1.0,1.2,296,190,275,761,0.38896189224704336,
Bayern Munich,Eint Frankfurt,3,0,2017-03-11,75000.0,Allianz Arena,Markus Schmidt,win,5.0,0.0,672,234,165,1071,0.6274509803921569,0.4,2.2,289,236,346,871,0.33180252583237657,
Ingolstadt 04,Köln,2,2,2017-03-11,15200.0,Audi-Sportpark,Felix Zwayer,draw,1.2,3.2,30,27,58,115,0.2608695652173913,0.8,2.8,257,222,320,799,0.3216520650813517,
Freiburg,Hoffenheim,1,1,2017-03-11,24000.0,Schwarzwald-Stadion,Wolfgang Stark,draw,1.0,1.8,193,157,275,625,0.3088,2.6,1.4,128,117,142,387,0.330749354005168,
Darmstadt 98,Mainz 05,2,1,2017-03-11,17400.0,Jonathan-Heimes-Stadion am Böllenfalltor,Frank Willenborg,win,0.8,1.8,25,28,62,115,0.21739130434782608,1.4,0.8,156,124,175,455,0.34285714285714286,
Hamburger SV,Gladbach,2,1,2017-03-12,52501.0,Volksparkstadion,Deniz Aytekin,win,0.8,3.6,385,296,393,1074,0.3584729981378026,2.6,1.2,343,260,365,968,0.3543388429752066,
Schalke 04,Augsburg,3,0,2017-03-12,59481.0,Veltins-Arena,Robert Kampka,win,1.4,2.2,403,262,303,968,0.41632231404958675,1.8,1.8,93,74,117,284,0.3274647887323944,
Schalke 04,Augsburg,3,0,2017-03-12,59481.0,Veltins-Arena,Robert Kampka,win,1.8,2.0,404,262,303,969,0.4169246646026832,1.6,1.8,93,74,118,285,0.3263157894736842,
Hamburger SV,Gladbach,2,1,2017-03-12,52501.0,Volksparkstadion,Deniz Aytekin,win,0.8,3.4,386,296,393,1075,0.3590697674418605,2.6,1.2,343,260,366,969,0.3539731682146543,
Dortmund,Ingolstadt 04,1,0,2017-03-17,81360.0,Signal Iduna Park,Daniel Siebert,win,3.4,1.6,518,289,265,1072,0.4832089552238806,1.6,3.2,30,28,58,116,0.25862068965517243,
Dortmund,Ingolstadt 04,1,0,2017-03-17,81360.0,Signal Iduna Park,Daniel Siebert,win,3.0,1.6,519,289,265,1073,0.483690587138863,1.6,3.0,30,28,59,117,0.2564102564102564,
Hoffenheim,Leverkusen,1,0,2017-03-18,28117.0,Wirsol Rhein-Neckar-Arena,Manuel Gräfe,win,2.6,1.4,128,118,142,388,0.32989690721649484,1.2,3.2,488,291,293,1072,0.4552238805970149,
Eint Frankfurt,Hamburger SV,0,0,2017-03-18,51500.0,Commerzbank-Arena,Benjamin Cortus,draw,0.4,2.4,289,236,347,872,0.33142201834862384,1.2,2.0,387,296,393,1076,0.3596654275092937,
Köln,Hertha BSC,4,2,2017-03-18,49500.0,RheinEnergieSTADION,Marco Fritz,win,1.0,2.6,257,223,320,800,0.32125,1.2,0.8,270,175,283,728,0.3708791208791209,
Werder Bremen,RB Leipzig,3,0,2017-03-18,41384.0,Weserstadion,Christian Dingert,win,1.6,0.6,439,277,356,1072,0.40951492537313433,1.4,1.4,30,8,10,48,0.625,
Hoffenheim,Leverkusen,1,0,2017-03-18,28117.0,Wirsol Rhein-Neckar-Arena,Manuel Gräfe,win,2.6,1.2,129,118,142,389,0.33161953727506427,1.2,3.0,488,291,294,1073,0.4547996272134203,
Augsburg,Freiburg,1,1,2017-03-18,28843.0,WWK Arena,Sascha Stegemann,draw,1.2,2.2,93,74,119,286,0.32517482517482516,1.2,1.4,193,158,275,626,0.3083067092651757,
Wolfsburg,Darmstadt 98,1,0,2017-03-18,28104.0,Volkswagen Arena,Felix Brych,win,1.0,0.8,297,190,275,762,0.38976377952755903,1.0,1.6,26,28,62,116,0.22413793103448276,
Wolfsburg,Darmstadt 98,1,0,2017-03-18,28104.0,Volkswagen Arena,Felix Brych,win,1.0,0.4,298,190,275,763,0.3905635648754915,0.8,1.4,26,28,63,117,0.2222222222222222,
Eint Frankfurt,Hamburger SV,0,0,2017-03-18,51500.0,Commerzbank-Arena,Benjamin Cortus,draw,0.4,2.0,289,237,347,873,0.33104238258877433,1.2,0.4,387,297,393,1077,0.3593314763231198,
Köln,Hertha BSC,4,2,2017-03-18,49500.0,RheinEnergieSTADION,Marco Fritz,win,1.6,2.4,258,223,320,801,0.32209737827715357,1.2,1.6,270,175,284,729,0.37037037037037035,
Augsburg,Freiburg,1,1,2017-03-18,28843.0,WWK Arena,Sascha Stegemann,draw,1.0,2.2,93,75,119,287,0.3240418118466899,1.4,1.0,193,159,275,627,0.3078149920255183,
Werder Bremen,RB Leipzig,3,0,2017-03-18,41384.0,Weserstadion,Christian Dingert,win,1.8,0.4,440,277,356,1073,0.41006523765144454,0.8,1.8,30,8,11,49,0.6122448979591837,
Gladbach,Bayern Munich,0,1,2017-03-19,54014.0,Stadion im Borussia-Park,Tobias Stieler,loss,2.4,1.6,343,260,367,970,0.35360824742268043,4.0,0.0,673,234,165,1072,0.6277985074626866,
Mainz 05,Schalke 04,0,1,2017-03-19,30847.0,Opel Arena,Wolfgang Stark,loss,1.2,1.2,156,124,176,456,0.34210526315789475,2.2,1.8,405,262,303,970,0.4175257731958763,
Gladbach,Bayern Munich,0,1,2017-03-19,54014.0,Stadion im Borussia-Park,Tobias Stieler,loss,2.0,1.8,343,260,368,971,0.3532440782698249,2.6,0.0,674,234,165,1073,0.6281453867660765,
Mainz 05,Schalke 04,0,1,2017-03-19,30847.0,Opel Arena,Wolfgang Stark,loss,0.8,1.4,156,124,177,457,0.3413566739606127,2.2,1.6,406,262,303,971,0.4181256436663234,
Hertha BSC,Hoffenheim,1,3,2017-03-31,42401.0,Olympiastadion Berlin,Benjamin Brand,loss,1.6,2.2,270,175,285,730,0.3698630136986301,1.8,0.8,130,118,142,390,0.3333333333333333,
